Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,Field 36,Value 36,Units 36,Field 37,Value 37,Units 37,Field 38,Value 38,Units 38
Data,7,record,timestamp,776625225,s,position_lat,460252468,semicircles,position_long,-1462848252,semicircles,distance,78247.87,m,altitude,209.2,m,speed,2.801,m/s,cadence,48,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625226,s,position_lat,460252518,semicircles,position_long,-1462848630,semicircles,distance,78250.67,m,altitude,209.6,m,speed,2.555,m/s,cadence,49,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625227,s,position_lat,460252551,semicircles,position_long,-1462849026,semicircles,distance,78253.57,m,altitude,210,m,speed,2.811,m/s,cadence,50,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625228,s,position_lat,460252608,semicircles,position_long,-1462849367,semicircles,distance,78256.12,m,altitude,210.4,m,speed,2.589,m/s,cadence,38,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625229,s,position_lat,460252643,semicircles,position_long,-1462849766,semicircles,distance,78259.04,m,altitude,210.8,m,speed,2.952,m/s,cadence,44,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625230,s,position_lat,460252677,semicircles,position_long,-1462850188,semicircles,distance,78262.13,m,altitude,211.2,m,speed,3.137,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625231,s,position_lat,460252748,semicircles,position_long,-1462850645,semicircles,distance,78265.53,m,altitude,211.2,m,speed,3.278,m/s,cadence,59,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625235,s,position_lat,460253179,semicircles,position_long,-1462852634,semicircles,distance,78280.6,m,altitude,211.6,m,speed,3.551,m/s,cadence,65,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625236,s,position_lat,460253284,semicircles,position_long,-1462853115,semicircles,distance,78284.24,m,altitude,212,m,speed,3.612,m/s,cadence,65,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625237,s,position_lat,460253391,semicircles,position_long,-1462853594,semicircles,distance,78287.88,m,altitude,212.6,m,speed,3.66,m/s,cadence,65,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625238,s,position_lat,460253498,semicircles,position_long,-1462854074,semicircles,distance,78291.53,m,altitude,213,m,speed,3.629,m/s,cadence,65,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625239,s,position_lat,460253601,semicircles,position_long,-1462854546,semicircles,distance,78295.1,m,altitude,213.4,m,speed,3.489,m/s,cadence,64,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625244,s,position_lat,460254079,semicircles,position_long,-1462857028,semicircles,distance,78313.78,m,altitude,213.8,m,speed,3.692,m/s,cadence,67,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625245,s,position_lat,460254208,semicircles,position_long,-1462857527,semicircles,distance,78317.61,m,altitude,214.2,m,speed,3.761,m/s,cadence,66,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625246,s,position_lat,460254334,semicircles,position_long,-1462858030,semicircles,distance,78321.47,m,altitude,214.8,m,speed,3.689,m/s,cadence,66,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625247,s,position_lat,460254452,semicircles,position_long,-1462858518,semicircles,distance,78325.2,m,altitude,215.2,m,speed,3.685,m/s,cadence,65,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625248,s,position_lat,460254544,semicircles,position_long,-1462858985,semicircles,distance,78328.72,m,altitude,215.6,m,speed,3.518,m/s,cadence,65,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625254,s,position_lat,460255075,semicircles,position_long,-1462861747,semicircles,distance,78349.49,m,altitude,216,m,speed,3.571,m/s,cadence,64,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625255,s,position_lat,460255175,semicircles,position_long,-1462862213,semicircles,distance,78353.01,m,altitude,216.4,m,speed,3.34,m/s,cadence,63,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625256,s,position_lat,460255267,semicircles,position_long,-1462862617,semicircles,distance,78356.09,m,altitude,216.8,m,speed,2.88,m/s,cadence,58,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625257,s,position_lat,460255349,semicircles,position_long,-1462863046,semicircles,distance,78359.31,m,altitude,217.2,m,speed,3.12,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625258,s,position_lat,460255462,semicircles,position_long,-1462863441,semicircles,distance,78362.38,m,altitude,217.8,m,speed,3.142,m/s,cadence,55,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625260,s,position_lat,460255683,semicircles,position_long,-1462864282,semicircles,distance,78368.87,m,altitude,217.8,m,speed,3.378,m/s,cadence,55,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625263,s,position_lat,460255937,semicircles,position_long,-1462865584,semicircles,distance,78378.66,m,altitude,218.2,m,speed,3.216,m/s,cadence,59,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625264,s,position_lat,460256055,semicircles,position_long,-1462866026,semicircles,distance,78382.07,m,altitude,218.6,m,speed,3.254,m/s,cadence,59,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625265,s,position_lat,460256138,semicircles,position_long,-1462866441,semicircles,distance,78385.2,m,altitude,219,m,speed,3.192,m/s,cadence,60,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625266,s,position_lat,460256243,semicircles,position_long,-1462866873,semicircles,distance,78388.5,m,altitude,219.6,m,speed,3.304,m/s,cadence,59,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625267,s,position_lat,460256307,semicircles,position_long,-1462867269,semicircles,distance,78391.46,m,altitude,220,m,speed,2.977,m/s,cadence,58,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625269,s,position_lat,460256518,semicircles,position_long,-1462868066,semicircles,distance,78397.61,m,altitude,220.4,m,speed,3.016,m/s,cadence,57,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625270,s,position_lat,460256589,semicircles,position_long,-1462868475,semicircles,distance,78400.66,m,altitude,220.8,m,speed,3.049,m/s,cadence,57,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625271,s,position_lat,460256693,semicircles,position_long,-1462868868,semicircles,distance,78403.69,m,altitude,221.2,m,speed,3.025,m/s,cadence,57,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625272,s,position_lat,460256758,semicircles,position_long,-1462869264,semicircles,distance,78406.64,m,altitude,221.8,m,speed,2.818,m/s,cadence,57,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625273,s,position_lat,460256842,semicircles,position_long,-1462869669,semicircles,distance,78409.7,m,altitude,222.2,m,speed,3.014,m/s,cadence,56,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625274,s,position_lat,460256922,semicircles,position_long,-1462870089,semicircles,distance,78412.85,m,altitude,222.2,m,speed,3.074,m/s,cadence,53,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625277,s,position_lat,460257105,semicircles,position_long,-1462871383,semicircles,distance,78422.46,m,altitude,222.6,m,speed,3.161,m/s,cadence,56,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625278,s,position_lat,460257148,semicircles,position_long,-1462871844,semicircles,distance,78425.85,m,altitude,223,m,speed,3.231,m/s,cadence,58,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625279,s,position_lat,460257187,semicircles,position_long,-1462872327,semicircles,distance,78429.39,m,altitude,223.4,m,speed,3.173,m/s,cadence,58,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625280,s,position_lat,460257239,semicircles,position_long,-1462872763,semicircles,distance,78432.61,m,altitude,224,m,speed,3.125,m/s,cadence,58,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625281,s,position_lat,460257277,semicircles,position_long,-1462873170,semicircles,distance,78435.6,m,altitude,224.4,m,speed,2.965,m/s,cadence,57,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625283,s,position_lat,460257366,semicircles,position_long,-1462874049,semicircles,distance,78442.09,m,altitude,224.8,m,speed,3.258,m/s,cadence,57,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625284,s,position_lat,460257379,semicircles,position_long,-1462874466,semicircles,distance,78445.13,m,altitude,225.2,m,speed,2.93,m/s,cadence,56,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625285,s,position_lat,460257424,semicircles,position_long,-1462874924,semicircles,distance,78448.5,m,altitude,225.6,m,speed,3.311,m/s,cadence,57,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625286,s,position_lat,460257496,semicircles,position_long,-1462875392,semicircles,distance,78451.99,m,altitude,226,m,speed,3.338,m/s,cadence,58,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625287,s,position_lat,460257607,semicircles,position_long,-1462875872,semicircles,distance,78455.64,m,altitude,226.4,m,speed,3.446,m/s,cadence,58,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625288,s,position_lat,460257661,semicircles,position_long,-1462876357,semicircles,distance,78459.21,m,altitude,226.4,m,speed,3.524,m/s,cadence,58,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625290,s,position_lat,460257844,semicircles,position_long,-1462877289,semicircles,distance,78466.23,m,altitude,227,m,speed,3.503,m/s,cadence,59,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625291,s,position_lat,460257914,semicircles,position_long,-1462877712,semicircles,distance,78469.38,m,altitude,227.4,m,speed,3.326,m/s,cadence,59,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625292,s,position_lat,460257975,semicircles,position_long,-1462878188,semicircles,distance,78472.89,m,altitude,227.8,m,speed,3.628,m/s,cadence,59,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625293,s,position_lat,460258033,semicircles,position_long,-1462878596,semicircles,distance,78475.92,m,altitude,228.8,m,speed,3.259,m/s,cadence,58,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625295,s,position_lat,460258102,semicircles,position_long,-1462879337,semicircles,distance,78481.42,m,altitude,229.2,m,speed,2.679,m/s,cadence,55,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625296,s,position_lat,460258090,semicircles,position_long,-1462879716,semicircles,distance,78484.18,m,altitude,229.6,m,speed,2.865,m/s,cadence,50,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625297,s,position_lat,460258075,semicircles,position_long,-1462880168,semicircles,distance,78487.48,m,altitude,230,m,speed,3.222,m/s,cadence,52,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625298,s,position_lat,460258083,semicircles,position_long,-1462880592,semicircles,distance,78490.57,m,altitude,230.4,m,speed,3.166,m/s,cadence,56,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625299,s,position_lat,460258054,semicircles,position_long,-1462881023,semicircles,distance,78493.73,m,altitude,230.8,m,speed,3.072,m/s,cadence,57,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625301,s,position_lat,460258047,semicircles,position_long,-1462881869,semicircles,distance,78499.91,m,altitude,231.4,m,speed,2.95,m/s,cadence,56,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625302,s,position_lat,460257999,semicircles,position_long,-1462882274,semicircles,distance,78502.9,m,altitude,231.8,m,speed,2.95,m/s,cadence,56,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625303,s,position_lat,460258020,semicircles,position_long,-1462882662,semicircles,distance,78505.74,m,altitude,232.2,m,speed,2.861,m/s,cadence,55,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625304,s,position_lat,460257922,semicircles,position_long,-1462883083,semicircles,distance,78508.95,m,altitude,232.6,m,speed,3.299,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625305,s,position_lat,460257899,semicircles,position_long,-1462883525,semicircles,distance,78512.18,m,altitude,233,m,speed,3.408,m/s,cadence,55,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625306,s,position_lat,460257901,semicircles,position_long,-1462883938,semicircles,distance,78515.2,m,altitude,233,m,speed,3.262,m/s,cadence,56,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625308,s,position_lat,460257775,semicircles,position_long,-1462884828,semicircles,distance,78521.79,m,altitude,233.4,m,speed,3.354,m/s,cadence,55,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625309,s,position_lat,460257777,semicircles,position_long,-1462885300,semicircles,distance,78525.23,m,altitude,233.8,m,speed,3.093,m/s,cadence,57,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625310,s,position_lat,460257778,semicircles,position_long,-1462885702,semicircles,distance,78528.17,m,altitude,234.4,m,speed,2.814,m/s,cadence,57,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625311,s,position_lat,460257770,semicircles,position_long,-1462886120,semicircles,distance,78531.22,m,altitude,234.8,m,speed,3.008,m/s,cadence,57,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625312,s,position_lat,460257767,semicircles,position_long,-1462886544,semicircles,distance,78534.31,m,altitude,235.2,m,speed,3.099,m/s,cadence,58,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625314,s,position_lat,460257691,semicircles,position_long,-1462887369,semicircles,distance,78540.38,m,altitude,235.6,m,speed,3.062,m/s,cadence,55,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625315,s,position_lat,460257659,semicircles,position_long,-1462887763,semicircles,distance,78543.27,m,altitude,236,m,speed,3.051,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625316,s,position_lat,460257632,semicircles,position_long,-1462888164,semicircles,distance,78546.21,m,altitude,236.4,m,speed,2.948,m/s,cadence,54,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625317,s,position_lat,460257599,semicircles,position_long,-1462888528,semicircles,distance,78548.88,m,altitude,236.8,m,speed,2.895,m/s,cadence,55,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625318,s,position_lat,460257549,semicircles,position_long,-1462888957,semicircles,distance,78552.05,m,altitude,237.2,m,speed,3.31,m/s,cadence,59,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625320,s,position_lat,460257518,semicircles,position_long,-1462889797,semicircles,distance,78558.17,m,altitude,237.8,m,speed,2.952,m/s,cadence,57,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,776625321,s,position_lat,460257515,semicircles,position_long,-1462890200,semicircles,distance,78561.1,m,altitude,238.2,m,speed,2.841,m/s,cadence,55,rpm,temperature,16,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
